日期,公司名,岗位名,薪资,匹配度(1-10),话术版本,Boss状态,面试状态,备注,优先级
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
,,,,,,,,""
